Row ID,WC,Narrativity_Overall,Narrativity_Staging,Narrativity_PlotProg,Narrativity_CogTension,Staging_1,Staging_2,Staging_3,Staging_4,Staging_5,PlotProg_1,PlotProg_2,PlotProg_3,PlotProg_4,PlotProg_5,CogTension_1,CogTension_2,CogTension_3,CogTension_4,CogTension_5
3660,15918,6.39,56.22,-8.24,-28.81,85.7,50.5,100,72.63,0,74.97,68.71,100,0,6.26,71.4,0,28.56,100,71.43
3661,94,,,,
3662,1295,11.23,73.58,-38.12,-1.78,100,82.76,3.45,48.28,0,100,15.63,31.25,46.88,0,100,33.33,33.33,100,0
3663,530,19.5,89.77,-7.83,-23.44,100,50,30,0,60,75,87.5,100,0,75,100,0,75,75,50
3664,939,15.62,12.37,-6.77,41.26,25,0,50,100,65.57,46.15,100,15.38,0,62.61,66.61,66.61,66.61,100,0
3665,402,25.6,-32.4,32.45,76.74,0,35.98,39.28,100,63.57,26.81,26.81,100,57.14,0,0,97.56,100,100,100
3666,6574,11.9,6.65,67.45,-38.4,35.67,100,91.61,46.86,0,0,41.54,100,81.54,15.55,100,56.67,70,0,63.44
3667,388,14.34,71.42,9.25,-37.64,100,0,50,76.62,51.3,49.17,100,100,0,77.23,49.2,0,73.8,0.32,100
3668,681,-26.02,-10.08,-42.16,-25.82,0,50.98,50.98,1.97,100,100,36.85,0,46.07,9.21,24.64,50,50,0,100
3669,17883,10.79,67.62,13.41,-48.64,78.29,100,9.04,0,18.61,39.43,29.34,100,26.08,0,100,7.14,0,35.76,21.47
3670,1370,35.12,79.34,-27.66,53.67,100,31.58,68.42,15.79,0,100,52.94,0,94.12,64.71,0,100,83.33,0,16.67
3671,16864,53.6,57.59,63.13,40.09,80.26,30.26,0,100,58.22,0,100,98.61,48.61,8.53,18.18,0,63.64,100,27.46
3672,1198,37.16,96.9,51.44,-36.86,100,40,0,14.81,14.81,24.45,87.41,100,44.26,0,44.26,44.26,55.32,0,100
3673,15563,47.29,43.98,38.87,59.01,71.96,100,36.54,75.29,0,26.27,59.59,58.44,100,0,19.91,24.91,64.89,100,0
3674,19979,36.61,81.11,16.27,12.44,100,69.34,34.43,0,83.61,29.96,73.28,0,100,56.34,29.17,100,0,77.08,66.73
3675,1337,-7.74,-1.4,2.12,-23.93,32.19,76.47,100,83.33,0,31.47,100,13.76,0,64.2,83.31,100,0,33.51,50.27
3676,17078,28.37,60.88,-38.48,62.72,92.76,100,76.67,81.56,0,100,13.03,33.88,44.09,0,51.37,82.79,77.08,100,0
3677,400,-8.75,58.66,-29.58,-55.32,78.57,100,85.71,0,28.57,83.33,100,0,0,83.33,0,0,0,0,100
3678,378,41.93,36.24,75.29,14.26,31.98,0,47.97,51.39,100,0,61.54,100,62.77,31.59,0,0,0,100,50.33
3679,1809,2.56,10.32,28.62,-31.25,26.92,100,50,0,93.34,25,0,96.43,100,14.8,0,0,41,17.57,100
3680,793,-13.01,-15.09,-39.35,15.42,0,100,0,38.84,1.11,100,25,0,76.74,76.74,12.5,0,100,56.69,75.55
3681,288,59.28,57.58,58.59,61.66,100,0,100,20.47,54.39,0,100,60,62.81,42.46,0,100,33.33,69.01,1.17
3682,23089,-6.87,74.93,-40.02,-55.52,100,0,31.18,50.54,2.37,100,0,57.58,12.12,67.43,100,55,0,60,95.2
3683,1390,-12.5,-5.38,-2.64,-29.46,10,5,100,15,0,50,100,18.75,6.25,0,100,22.22,55.56,0,0
3684,447,20.02,74.75,-5.75,-8.95,76.9,48.65,0,35.71,100,48.5,0,1.91,100,1.91,98.89,0,33.33,100,0
3685,17096,2.89,41.25,-11.22,-21.36,49.85,0,60.29,100,86.76,62.76,0,98.23,46.02,100,31.53,0,86.84,28.95,100
3686,18262,4.5,79.35,-42.19,-23.65,100,72.11,33.19,58.68,0,100,72.72,0,18.19,0,0,33.32,33.34,0.01,100
3687,160,,,,
3688,938,-9.34,45.55,-41.2,-32.37,69.83,48.88,0,100,36.82,98.87,0,35.31,57.4,100,100,13.96,42.64,14.42,0
3689,15359,-2.54,59.81,-36.04,-31.38,77.83,100,45.92,54.78,0,73.63,59.83,0,21.48,100,5.26,0,5.26,76.22,100
3690,476,51.91,27.03,30.92,97.78,31.6,66.67,0,16.67,100,0,67.35,2.04,100,2.04,0,62.5,100,75,12.5
3691,20325,38.73,74.14,-2.83,44.88,100,66.22,61.7,72.87,0,100,90.33,78.33,87.67,0,70,100,64,70,0
3692,28609,16.8,79.57,39.57,-68.74,100,68.39,0,58.71,51.11,0,2.7,100,50,25.8,100,46.67,3.33,0,90.09
3693,18780,77.03,88.7,46.76,95.64,100,90.07,32.53,21.23,0,0,35.71,23.81,100,69.05,0,83.33,100,66.67,22.22
3694,179,,,,
3695,22838,28.82,74.71,-13.02,24.77,100,11.49,0,58.97,2.88,60.91,3.99,0,100,18.11,61.8,66.56,23.71,100,0
3696,427,8.67,57.67,-50.02,18.37,79.18,97.15,100,27.27,0,100,55.03,0,0,79.63,0,98.84,100,0,100
3697,18233,-2.98,62.11,-43.42,-27.64,100,88.99,0,86.46,47.92,100,0,37.93,22.52,5.28,99.9,0,89.57,100,96.55
3698,26363,-22.63,53.46,-46.96,-74.4,59.63,0,37.65,98.67,100,72.33,1.9,0,30.09,100,100,5.62,0,13.5,91.04
3699,19494,-39.56,-7.54,-49.03,-62.1,0,14.85,9.45,37.81,100,100,22.92,0,41.67,37.53,100,12.5,0,0,25.01
3700,578,39.08,44.25,37.54,35.46,64.16,0,80.2,100,67.64,27.34,62.75,55.67,100,0,0,16.45,0,100,0.43
3701,4700,-1.14,19.04,-10.89,-11.56,45.16,64.52,3.23,100,0,40,54.55,0,49.09,100,0,0,0,100,100
3702,16322,14.11,41.86,17.21,-16.75,65.75,62.28,91.33,0,100,53.57,60.19,52.94,100,0,93.61,100,0,68.15,51.11
3703,960,23.94,66.21,-13.37,18.99,77.78,66.67,11.11,0,100,75,0,100,50,50,0,100,20,40,80
3704,24888,6.5,-38.6,-17.48,75.57,0,100,85.71,72.53,61.82,100,92.73,34,64.33,0,0,100,66.67,80.07,40.07
3705,24143,24.08,53.23,11.47,7.53,83.01,31.42,100,63.73,0,48.51,51.45,100,19.23,0,100,69.85,95.89,30.16,0
3706,721,74.58,86.56,75.65,61.52,100,93.07,37.23,27.92,0,0,76.58,100,94.15,23.9,0,11.18,55.59,100,0.08
3707,23408,28,90.63,38.66,-45.3,100,21.4,20.14,25.22,0,0,35.54,22.21,100,14.83,18.75,0,37.49,50,100
3708,18177,6.34,-26.6,12.27,33.37,0,100,57.31,29.46,4.13,52.89,30.19,62.16,100,0,13.88,0,52.8,100,47.25
3709,321,41.2,-12.76,41.97,94.38,0,16.31,100,2.36,44.21,0,100,35,35,2.5,0,50,100,100,50
3710,139,,,,
3711,33134,-6.55,62.32,-41.91,-40.08,92.04,86.92,100,72.69,0,100,62.87,0,44.31,84.59,100,56.82,40.91,0,27.35
3712,17945,15.46,69.96,-14.19,-9.38,100,93.99,99.45,61.75,0,100,58.7,58.7,86.09,0,100,26.47,38.24,76.47,0
3713,19936,29.95,73.02,45.87,-29.04,100,78.18,81.3,0,60.98,0,0.32,54.43,71.52,100,100,71.47,50.03,0,21.44
3714,374,30.64,69.02,9.91,12.98,92.23,84.45,100,37.82,0,33.03,16.29,16.29,100,0,50,100,0,100,50.68
3715,17023,28.54,25.56,5.18,54.87,42.04,100,63.29,19.32,0,70.14,62.69,48.34,100,0,41.16,100,47.05,77.98,0
3716,18691,27.54,55.75,14.83,12.05,87.12,97.62,0,83.33,100,34.16,0,100,60.49,32.17,49.93,0,75.93,100,44.44
3717,836,31.86,1.6,45.57,48.41,17.86,0,100,30,10,0,100,67.19,17.97,34.38,0,75.07,100,0.3,25.22
3718,16007,-19.98,-14.83,-1.23,-43.88,0,55.96,26.27,31.73,100,96.77,100,92.17,63.07,0,79.83,89.83,30,0,100
3719,1727,-37.83,3.65,-42.83,-74.3,27.7,100,63.05,31.53,0,67.54,22.21,9.09,0,100,100,13.97,0,0,86.28
3720,1082,9.73,26,12.04,-8.86,43.82,0,83.49,100,61.48,71.08,100,72.62,58.1,0,99.42,99.42,0,100,50
3721,22444,20.87,83.77,-49.51,28.36,100,87.53,74.72,35.94,0,100,6.67,33.33,0,10.45,12.12,0,100,12.12,3.09
3722,7183,20.13,89.75,-40.23,10.88,100,38.38,1.27,30.83,0,100,46.22,28.29,35.88,0,38.85,100,16.61,0,16.69
3723,941,6.31,31.08,6.32,-18.48,25.4,0,33.33,66.67,100,47.88,100,64.52,0,41.94,0,66.96,0.87,0.87,100
3724,17422,46.34,46.94,60,32.08,66.82,0,16.16,100,29.76,0,100,66,85.84,21.54,69.7,88.3,39.53,100,0
3725,14442,6.83,91.85,-49.48,-21.89,100,8.34,0,12.26,5.3,100,5.46,21.18,16.8,0,88.46,100,21.16,0,23.09
3726,32187,44.73,80.3,-14.66,68.56,100,0,31.28,52.39,67.98,93.22,86.7,100,0,6.52,34.07,100,81.86,29.56,0
3727,18173,46.78,43.7,21.17,75.47,74.51,100,0,88.72,71.06,65.94,100,86.98,59.11,0,16.57,100,61.07,55.63,0
3728,845,17.87,56.98,-32.52,29.16,100,95.24,57.14,100,0,100,0,42.86,57.14,0,33.33,66.67,0,100,0
3729,688,-20.31,-34.58,-39.46,13.11,0,100,77.78,58.31,58.31,100,14.29,0,80.19,80.19,19.83,0,59.48,100,80.03
3730,3586,-9.1,-41.8,21.47,-6.96,0,35.42,82.78,100,48.34,26.88,89.83,100,0,66.1,37.98,100,47.62,0,80.95
3731,14825,-24.45,-26.65,-16.71,-30,0,14.81,35.19,100,55.56,31.82,3.03,45.45,0,100,66.67,0,100,5.56,94.44
3732,23610,57.26,69.2,56.91,45.66,100,67.65,0,67.65,7.84,0,5.13,62.39,100,58.12,26.19,61.9,26.19,100,0
3733,438,45.45,63.1,12.95,60.3,95,35.68,75.23,0,100,0,92.06,0,6.88,100,0,100,50,75.86,50.57
3734,18282,-13.59,41.52,-35,-47.28,51.67,0,72.36,95.19,100,53.15,0,21.06,37.17,100,46.41,0,53.58,41.08,100
3735,1692,53.2,73.21,-7.69,94.1,100,70.16,0,74.83,59.86,55.06,0,100,28.21,55.82,0,49.73,100,83.37,16.87
3736,840,-35.61,-16.54,-49.11,-41.17,0,100,53.85,7.69,76.92,100,8.7,0,47.83,91.3,100,0,0,33.33,0
3737,2239,9.82,72.68,-5.8,-37.4,100,16.67,0,77.78,36.47,48.21,0,16.07,100,34.12,100,26.67,0,100,73.56
3738,16368,23.23,56.97,-30.5,43.22,95.72,18.62,100,0,55.7,100,45.71,0,73.04,13.02,26.04,28.21,36.91,100,0
3739,14887,70.53,54.49,67.26,89.85,88.09,0,100,71.93,69.32,0,40.09,70.08,100,29.35,0,76.41,100,73.54,58.84
3740,19140,-9.07,9.01,-38.14,1.93,26.76,0,91.55,92.96,100,100,28,64,0,6,46.67,80,0,100,73.33
3741,1427,26.76,-32.96,47.15,66.1,0,24.5,75.42,100,26.25,0,100,69.58,14.22,3.84,0,74.65,100,8.44,0.12
3742,881,-4.87,61.1,-36.35,-39.36,85.94,0,66.67,22.22,100,100,40.76,20.38,50.95,0,66.1,66.67,0,66.67,100
3743,283,-7.88,-25.64,27.39,-25.38,0,100,100,29.91,80.8,23.64,100,23.64,51.82,0,98.25,0,98.25,100,100
3744,3279,-32.73,-37.48,-22.92,-37.78,0,37.5,75,100,32.77,90.32,100,61.29,0,87.66,2.77,19.4,22.17,0,100
3745,15876,-12.06,38.97,-33.35,-41.81,33.14,0,36.11,75,100,100,30.34,78.88,0,42.47,100,0,47.4,21.07,31.6
3746,21246,17.02,53.42,44.72,-47.08,79.93,27.16,100,12.35,0,0,79.21,65.62,38.84,100,65.9,65.96,0,48.94,100
3747,4430,-24.98,-25.59,-23.46,-25.89,0,100,39.39,62.12,54.55,95.24,40.48,100,0,28.57,100,47.83,52.17,0,0
3748,1323,-13.08,11.13,-28.95,-21.41,47.69,100,100,92.9,0,80.47,0,61.9,56.51,100,100,0,75,50.47,25.38
3749,15051,-12.57,-35.37,-14.55,12.2,0,55.36,58.61,100,35.07,100,56.36,86.19,63.65,0,36.95,48.15,0,100,37.04
3750,18631,-0.82,-36.62,82.04,-47.87,0,93.7,66.25,98.2,100,0,93.96,100,86.59,82.57,2.53,0,20.51,23.08,100
3751,17247,15.1,77.52,-7.19,-25.03,100,93.31,0,33.46,53.54,80.43,100,0,84.44,23.49,71.23,100,0,21.93,58.94
3752,15778,37.13,49.63,59.45,2.3,76.61,23.25,100,52.65,0,0,78.07,63.3,61.31,100,0,12.48,74.86,43.84,100
3753,566,8.89,89.82,-12.78,-50.37,100,71.83,0,10.26,41.04,85.75,100,0,87.5,75,100,33.93,0,33.93,33.93
3754,52366,19.93,55.64,-7.38,11.52,75.87,40.95,0,100,69.94,55.73,37.61,0,100,59.82,26.66,86.67,0,100,80
3755,18218,30.26,76.95,7.15,6.66,100,0,43.23,44.66,21.43,87.48,100,75.8,89.31,0,55.53,100,26.62,0,11.12
3756,6160,8.44,72.94,-48.36,0.73,80.95,61.9,0,28.57,100,100,51.72,0,27.59,27.59,64.29,3.57,10.71,100,0
3757,17106,18.66,-15.01,15.13,55.87,0,100,26.67,9.75,52.99,19.02,80.88,69.85,0,100,0,14.36,42.91,100,20.07
3758,22980,35.06,38.76,28.58,37.83,50,100,50,19.28,0,45.45,46.1,85.71,100,0,0,100,3.33,40,13.33
3759,364,40.56,67.48,27.11,27.08,100,62.5,100,0,2.08,0,25,0,100,14.41,25,0,100,50,25.69
3760,286,23.83,30.51,-12.54,53.51,44.4,100,0,25,50,95.69,100,0,100,50,0,100,33.33,66.67,33.33
3761,1535,10.63,8.05,16.19,7.63,20,13.33,0,100,46.67,51.35,100,81.08,10.81,0,17.65,100,5.88,0,41.18
3762,15310,26.02,61.68,0.34,16.06,68.18,100,30.3,7.58,0,43.62,0,34.04,100,50,0,25,95,45,100
3763,15257,2.52,20.8,26.9,-40.15,37.11,100,0,40.45,53.93,4.99,100,0,56.51,34.68,0,10.8,20.29,25.7,100
3764,1003,35.9,47.9,0.24,59.57,61.11,100,67.6,39.08,0,54.55,0,100,65.09,55.95,0,0,72.14,100,0.32
3765,536,59.15,81.67,10.69,85.09,100,0,29.63,44.44,44.44,23.73,100,0,12.5,12.5,24.77,75,100,50,0
3766,621,2.55,-13.15,9.65,11.14,0,100,19.64,10.71,64.29,32.32,0,100,46.67,66.67,0,0.79,100,0.79,50.4
3767,18205,43.15,90.36,41.16,-2.06,100,90.22,38.22,5.33,0,0,29.07,100,33.72,65.12,25,0,100,64.29,100
3768,302,-0.27,-28.71,13.32,14.59,0,19.52,53.69,100,27.22,9.02,87.7,30,0,100,0,0,50,100,100
3769,489,40.58,52.99,38.18,30.57,74.3,74.3,100,61.46,0,39.5,100,69.75,59.67,0,0,100,33.33,0,34.02
3770,256,26.78,88.59,-29.1,20.84,100,64.68,64.68,12.94,0,97.12,100,50,0,75,0,0,100,0,25
3771,18733,8.83,49.72,-19.98,-3.24,67.63,100,80.73,0,40.85,82.54,100,0,44.66,41.48,58.19,74.82,0,100,66.74
3772,17044,15.46,26.98,10.17,9.23,56.11,100,24.65,80.13,0,68.59,83.31,100,35.22,0,10.53,100,0,31.58,65.86
3773,18153,5.2,83.38,-39.27,-28.5,100,47.31,0,48.64,99.19,100,75.68,0,25.85,5.58,100,78.26,0,89.19,76.14
3774,22953,-0.1,29.47,-16.36,-13.42,47.27,0,100,62.94,63.84,64.56,100,0,25.54,87.58,46.76,100,0,2.9,48.95
3775,22395,-21.78,-22.43,2.42,-45.34,0,11.69,29.44,62.77,100,59.09,100,37.88,28.79,0,100,75,0,37.5,62.5
3776,22058,18.2,62.06,49.95,-57.41,81.64,0,42.06,100,77.73,0,100,75.28,38.86,78.76,94.56,78.8,0,10.67,100
3777,14582,24.74,-5.58,24.49,55.3,17.78,0,86.17,100,26.88,0,57.07,79.24,3.99,100,0,100,32.08,88.09,28.07
3778,34737,-4.96,15.75,-7.78,-22.84,31.85,0,100,35.1,28.42,59.3,38.58,100,0,48.61,100,50.75,55.41,3.08,0
3779,38095,29.57,59.97,7.46,21.27,92.36,98.39,100,76.68,0,86.23,92.46,100,67.14,0,100,92.11,78.95,60.53,0
3780,25287,30.58,61.83,17.08,12.83,95.09,100,85.37,0,87,60.57,48.07,100,78.57,0,100,81.96,60.69,67.25,0
3781,3976,-30.69,-28.12,-28.03,-35.92,0,14.07,93.22,100,11.81,100,93.57,68.47,0,36.51,71.07,100,0,28.57,100
3782,18511,-7.39,2.3,-8.59,-15.87,15.34,0,26.36,100,63.57,43.03,0,82.76,25,100,43.82,0,100,31.58,85.96
3783,2817,-0.93,6.3,-29.25,20.16,29.5,100,47.08,43.72,0,100,81.68,0,60.71,39.53,56.89,99.67,0,100,14.29
3784,521,32.14,57.75,-6.68,45.34,96.9,37.5,25,100,0,54.29,100,44.44,0,88.89,0,100,33.33,33.33,33.33
3785,1266,45.73,62.68,-9.42,83.94,56.38,0,0,60.71,100,69.71,100,23.53,29.41,0,0,100,77.83,88.91,33.48
3786,13357,-10.13,92.65,-52.81,-70.23,100,15.22,12.26,0,32.7,100,22.44,10.21,15.31,0,49.97,24.98,0,0,100
3787,15647,-2.3,1.59,-50.03,41.53,0.68,0,7.48,20.02,100,100,52.47,7.51,12.51,0,0,49.94,0.08,100,0.08
3788,13435,-11.11,93,-55.81,-70.52,100,6.98,0,3.49,13.95,100,12,16,0,22,100,0,0,0,57.14
3789,16433,39.21,79.4,11.78,26.45,100,59.83,53.83,62.98,0,47.72,39.28,37.87,100,0,16.21,40.51,0,100,24.35
3790,17717,45.91,72.67,25.07,39.99,83.28,100,62.36,4.56,0,40.01,63.42,45.63,100,0,0,84.13,7.95,100,36.88
3791,16757,22.25,50.95,-3.89,19.7,84.88,0,100,58.33,23.74,60.17,100,43.73,5.35,0,57.69,53.25,100,2.22,0
3792,16700,32.44,38,13.48,45.84,67.87,69.23,75.57,100,0,58.43,28.09,100,86.52,0,30.43,13.04,69.57,100,0
3793,16527,34.29,31.06,29.53,42.28,55.81,41.37,61.6,100,0,61.19,82.89,100,90.31,0,49.96,59.05,47.73,100,0
3794,1103,-20.93,-36.1,-16.96,-9.73,0,55.91,48.92,71.92,100,66.67,100,0,11.72,6.14,0,49.33,49.33,0.9,100
3795,873,60.01,50.67,29.54,99.83,70.73,0,70.73,11.08,100,19.51,94.09,19.51,100,0,0,71.43,100,86.54,29.06
3796,15686,28.55,17.47,27.17,41.01,40.27,100,10.29,58.09,0,53.07,100,82.98,42.55,0,63.04,73.68,100,31.58,0
3797,446,44.11,14,49.13,69.19,28.63,0,23.08,100,15.38,0,75.16,75.16,42.04,100,0,100,50,100,0
3798,18018,10.15,70.57,-6.32,-33.8,94.3,100,90.03,53.44,0,50.89,0,17.7,100,26.6,89.14,0,21.61,100,67.58
3799,29343,58.5,82.85,31.67,60.98,100,76.18,65.51,0,42.71,29.94,71.62,100,15.96,0,48.67,100,89.73,30.8,0
3800,1208,58.74,86.24,16.76,73.22,100,15.26,32.21,0,42.55,49.13,49.13,100,38.31,0,0,100,100,50.62,50.62
3801,707,55.95,71.09,40.42,56.34,100,65.57,0,86.69,86.69,11.1,22.78,58.82,100,0,0,14.17,100,42.91,14.37
3802,18706,-40.5,-31.12,-40.57,-49.82,0,11.58,97.73,87.53,100,100,0,51.11,23.1,25.2,100,0,9.1,30.93,23.65
3803,1200,39.73,72.56,20.84,25.8,100,83.33,91.67,0,25,38.46,100,76.92,0,0,16.67,100,100,0,66.67
3804,956,-45,-23.93,-40.66,-70.42,0,1.69,77.31,69.75,100,100,0,3.36,53.8,0,82.81,0,16.67,33.33,100
3805,1120,45.8,67.98,42.8,26.63,93.75,100,100,25,0,15.79,36.84,63.16,100,0,50,16.67,50,100,0
3806,16344,42.31,63.49,40.09,23.36,100,0,41.18,80.39,2.42,0,100,25.5,53.5,20.58,63.96,100,31.93,35.93,0
3807,16210,-15.3,-41.89,-51.54,47.54,0,68.46,100,80.77,26.15,100,50,0.85,11.02,0,54.05,100,48.65,100,0
3808,18979,5.16,-23.59,-0.74,39.81,0,42.59,79.99,39.48,100,62.43,100,0,71.96,24.95,0,28.57,14.29,100,30.2
3809,15329,15.27,76.35,-42.78,12.24,85.47,100,49.72,0,6.28,100,60.64,43.36,2.39,0,90,100,46,42,0
3810,19029,7.19,45.79,1.36,-25.59,77.31,100,77.31,87.71,0,36.08,0,6.33,100,10.21,65.63,0,9.38,100,59.43
3811,19927,37.15,13.31,19.14,79,33.97,27.15,100,51.14,0,71.91,84.62,100,77.12,0,5.5,30.49,100,88.89,0
3812,901,1.15,67.98,-44.44,-20.09,100,83.58,23.88,71.64,0,100,82.93,0,0,20.73,54.94,100,0,44.44,88.89
3813,19606,14.81,60.68,-12.31,-3.94,84.09,100,85.58,64.65,0,100,78.56,36.03,92.07,0,100,55.59,24.46,80.04,0
3814,16272,-37.93,-32.06,-44.91,-36.82,0,51.11,72.84,100,3.35,100,63.52,38.36,0,38.36,100,47.48,20.01,7.5,0
3815,578,42.15,54.53,-11.96,83.89,100,25.9,100,89.69,0,16.39,32.79,0,0.78,100,0,66.67,100,50.43,33.62
3816,19280,25.73,34.88,-12.33,54.62,66.26,7.98,100,84.05,0,100,78.21,80.45,61.45,0,22.22,12.96,100,75.93,0
3817,2854,43.68,80.05,51.66,-0.68,100,95.65,6.52,0,48.38,0,0,95.83,100,54.74,60,0,100,40,30.12
3818,15920,57.66,53.28,50.52,69.19,89.92,82.17,61.24,100,0,33.14,100,93.84,96.48,0,0,90.7,100,55.81,67.44
3819,19950,7.99,71.51,3.05,-50.6,75.13,46.63,0,11.92,100,56.76,100,54.05,8.11,0,100,0,16.67,66.67,66.67
3820,17268,36.19,62.73,5.55,40.27,80.38,100,70.23,56.17,0,54.67,100,0,78.79,8.1,78.04,80.48,100,53.7,0
3821,115,,,,
3822,2089,23.25,74.05,18.57,-22.87,100,0,5.26,63.16,17.29,26.79,100,21.37,18.66,0,49.68,49.68,0,99.36,100
3823,26748,28.26,86.76,-16.76,14.78,100,23.1,18.55,37.78,0,100,66.5,53.4,76.23,0,23.99,0,20,100,32
3824,29417,38,34.99,3.84,75.17,67.49,87.38,61.36,100,0,84.45,60.15,100,82.87,0,0,31.09,100,48.91,4.49
3825,16973,-26.04,-1.53,-31.14,-45.46,22.67,23.88,100,62.85,0,100,89.59,59.65,0,11.72,100,72.4,20.65,0,37.96
3826,3818,-14.89,-14.39,-5.38,-24.9,18.2,100,92.99,42.13,0,0,0,0,16.31,100,83.32,33.28,100,0,66.81
3827,527,33.01,78.53,1.84,18.67,100,85.38,0,44.29,59.05,43.83,7.8,100,18.18,0,0,97.67,100,1.4,100
3828,15849,-6.33,29.03,-41.64,-6.39,54.6,57.17,100,79.44,0,100,81.52,21.74,0,66.48,100,81.24,34.33,40.59,0
3829,22102,0.23,71.31,-28.01,-42.63,67.12,0.96,0,36.76,100,100,0,92.63,14.83,29.65,100,42.86,14.29,0,0
3830,21292,5.11,4.51,-21.55,32.37,7.37,22.49,35.49,0,100,90.86,49.05,100,0,58.18,16.66,100,0,83.36,25.01
3831,351,-11.79,-47.26,2.89,8.99,0,72.16,86.08,86.08,100,64.32,50,100,33.33,0,98.59,100,100,0,0
3832,16481,-6.41,5.19,-13.52,-10.9,10.97,0,13.27,79.59,100,100,88.27,51.58,71.41,0,98.23,100,13.56,23.73,0
3833,17434,15.25,0.19,-5.39,50.96,28.81,71,100,52.54,0,47.37,0,100,5.26,15.89,24.99,49.99,37.49,100,0
3834,16769,-7.04,13.24,-24.73,-9.63,7.66,5.56,0,13.72,100,60.76,0,45.08,64.68,100,0,66.64,0,33.32,100
3835,191,,,,
3836,908,36.5,72.43,13.94,23.11,100,22.22,0,91.65,91.65,36.16,72.64,100,0,55.03,14.08,28.4,100,0,28.8
3837,734,-18.11,50.52,-53.72,-51.12,60,0,50,100,82.26,100,0,20,0,22.74,39.73,0,39.73,59.59,100
3838,1073,-0.94,67.27,-24.09,-45.99,100,33.33,0,91.61,38.99,100,92.83,14,50.4,0,100,0,50,25.12,50.23
3839,17245,61.09,81.82,70.62,30.82,100,55.21,26.04,0,88.54,0,85.63,85.03,100,26.35,5.56,0,100,84.72,81.94
3840,17204,42.97,66.37,50.96,11.59,100,81.43,71.48,86.07,0,0,100,44,72,60.92,40,100,0,72.86,51.47
3841,18196,-6.91,90.96,-57.97,-53.71,100,0,0,0,0,100,6.67,0,6.67,13.34,100,0,0,0,0
3842,7588,-28.27,-42.98,7.51,-49.34,0,30.23,100,95.98,91.33,25.49,100,0,15.12,45.86,100,80.77,0,34.69,80.88
3843,20268,29.89,79.1,-21.03,31.58,86.15,32,0,17.27,100,100,65.66,65.66,55.26,0,0,13.33,100,0.01,13.35
3844,19148,44.44,48.7,36.66,47.95,80.06,52.14,31.88,100,0,50.79,77.98,100,86.79,0,64.47,66.08,78.98,100,0
3845,546,12.46,9.25,-25.6,53.73,25.06,14.29,0,100,0,71.36,0,75,0,100,0,0.23,100,50.11,0.23
3846,944,2.86,-10.31,-12.71,31.61,0,100,13.33,6.67,82.13,82.29,17.34,100,40.95,0,0,0,98.95,98.95,100
3847,16370,-16.88,55.67,-40.16,-66.16,95.56,0,100,13.33,33.33,100,68.18,42.05,10.23,0,100,0,26.67,33.33,100
3848,237,,,,
3849,118,,,,
3850,20040,-19.29,46.67,-39.56,-65,73.86,78.79,100,79.17,0,77.78,0,32.59,40.74,100,100,0,7.14,35.71,71.43
3851,16255,-13.26,42.43,-22.12,-60.09,59.34,100,83.52,9.89,0,100,63.93,42.62,68.03,0,100,0,21.43,1.79,44.64
3852,1561,23.49,16,25.46,29,51.98,100,84.62,100,0,0,16.41,100,11.18,58.2,19.68,0,100,40,20
3853,15835,-11.08,55.86,-14.99,-74.1,96.03,85.36,100,97.02,0,100,80.5,67.5,62,0,42.86,9.52,0,4.76,100
3854,22741,7.98,91.79,-20.14,-47.71,100,76.97,55.44,23.68,0,100,59.92,66.1,61.16,0,57.08,0,57.14,42.86,100
3855,24340,-8.93,70.93,-37.32,-60.38,100,6.45,40.86,62.37,0,100,8.26,66.06,0,8.26,100,28.57,3.57,0,28.57
3856,13320,7.87,81.85,-30.35,-27.88,100,21.39,14.97,48.13,0,100,0,22.81,84.21,18.42,100,0,13.79,72.41,13.79
3857,405,6.91,-0.36,10.06,11.02,14.29,100,0,14.29,0,25,0,100,12.5,0,0,100,66.67,0,100
3858,24113,37.46,74.15,-0.98,39.2,100,85.33,81.57,65.82,0,96.83,100,93.9,62.46,0,94.79,94.79,100,84.41,0
3859,126,,,,
3860,20271,5.97,70.02,-10.65,-41.47,76.47,42.46,14.53,0,100,91.12,64.71,100,36.76,0,99.85,100,50,0,100
3861,11104,35.6,90.22,35.92,-19.34,100,18.75,0,26.56,62.87,0,33.03,100,16.51,45.11,37.85,31.79,92.35,0,100
3862,200,,,,
3863,1547,77.59,81.82,67.1,83.84,100,0,29.84,44.17,53.72,0,44.58,100,60.24,20.49,0,49.68,100,66.77,50.16
3864,447,-14.14,-7.32,-56.93,21.82,20,62.38,100,35.71,0,100,10.33,0,11.34,56.68,59.33,0,100,80,0
3865,341,-24.95,14.64,-50.88,-38.6,34.78,100,62.5,25,0,100,0,14.68,29.36,44.04,97.1,0,100,0,100
3866,831,28.62,14.01,37.36,34.5,25.35,66.67,0,66.67,100,0,100,29.21,29.21,29.21,0,75.04,75.04,50.07,100
3867,16343,30.77,36.66,26.5,29.14,35.49,11.62,35.49,0,100,15.17,47.56,100,0,12.34,37.39,31.12,100,12.53,0
3868,17634,3.26,-2.7,30.08,-17.59,5.36,13.95,0,70.8,100,3.33,73.33,0,100,36.84,37.49,74.97,0,68.73,100
